payment_id,order_id,session_id,payment_method,amount,payment_status,error_code,payment_timestamp
563,ORD-2025-000535,SES-2025-020853,Credit Card,64.98,Successful,,2025-09-16 04:08:14
564,ORD-2025-000536,SES-2025-020879,Credit Card,59.95,Successful,,2025-08-25 07:15:15
565,,SES-2025-020899,Debit Card,39.99,Failed,DECLINED_BY_ISSUER,2025-10-06 19:37:57
566,ORD-2025-000537,SES-2025-020910,Credit Card,38.3,Successful,,2025-11-22 05:26:50
567,ORD-2025-000538,SES-2025-020962,Credit Card,147.22,Successful,,2025-10-09 09:29:33
568,ORD-2025-000539,SES-2025-021026,Credit Card,81.19,Successful,,2025-12-04 05:07:38
569,ORD-2025-000540,SES-2025-021038,Credit Card,59.95,Successful,,2025-10-08 10:54:17
570,ORD-2025-000541,SES-2025-021065,Buy Now Pay Later,83.75,Successful,,2025-10-02 21:17:22
571,ORD-2025-000542,SES-2025-021127,Credit Card,160.21,Successful,,2025-10-28 10:49:04
572,ORD-2025-000543,SES-2025-021168,PayPal,42.63,Successful,,2025-11-07 10:22:51
573,ORD-2025-000544,SES-2025-021185,Credit Card,117.87,Successful,,2025-12-27 19:43:36
574,,SES-2025-021249,Credit Card,89.0,Failed,DECLINED_BY_ISSUER,2025-12-19 12:38:39
575,ORD-2025-000545,SES-2025-021295,Debit Card,119.08,Successful,,2025-09-21 16:39:45
576,ORD-2025-000546,SES-2025-021301,Credit Card,33.97,Successful,,2025-12-22 20:52:03
577,ORD-2025-000547,SES-2025-021305,Debit Card,42.63,Successful,,2025-08-12 09:50:23
578,ORD-2025-000548,SES-2025-021378,Apple Pay,61.03,Successful,,2025-08-07 09:44:49
579,ORD-2025-000549,SES-2025-021439,Credit Card,108.05,Successful,,2025-12-19 06:34:28
580,ORD-2025-000550,SES-2025-021497,Debit Card,51.28,Successful,,2025-12-16 13:25:59
581,ORD-2025-000551,SES-2025-021528,Debit Card,156.96,Successful,,2025-04-08 21:37:22
582,ORD-2025-000552,SES-2025-021529,Debit Card,96.34,Successful,,2025-04-19 06:52:20
583,,SES-2025-021541,Credit Card,145.0,Failed,DECLINED_BY_ISSUER,2025-06-30 17:49:00
584,ORD-2025-000553,SES-2025-021544,PayPal,35.05,Successful,,2025-03-27 03:41:30
585,ORD-2025-000554,SES-2025-021561,Buy Now Pay Later,53.46,Successful,,2025-11-05 08:00:01
586,ORD-2025-000555,SES-2025-021590,Debit Card,33.97,Successful,,2025-09-16 15:39:16
587,ORD-2025-000556,SES-2025-021603,PayPal,119.08,Successful,,2025-05-30 22:35:17
588,ORD-2025-000557,SES-2025-021604,Apple Pay,102.84,Successful,,2025-06-19 03:12:12
589,ORD-2025-000558,SES-2025-021614,Credit Card,119.05,Successful,,2025-05-13 15:41:53
590,ORD-2025-000559,SES-2025-021680,Debit Card,42.63,Successful,,2025-11-29 03:20:43
591,ORD-2025-000560,SES-2025-021735,Credit Card,61.03,Successful,,2025-12-12 09:07:07
592,ORD-2025-000561,SES-2025-021748,Credit Card,42.63,Successful,,2025-10-28 00:18:12
593,ORD-2025-000562,SES-2025-021753,PayPal,36.14,Successful,,2025-08-11 09:35:03
594,ORD-2025-000563,SES-2025-021789,PayPal,86.59,Successful,,2025-12-11 01:06:26
595,ORD-2025-000564,SES-2025-021863,Debit Card,171.04,Successful,,2025-04-19 23:46:32
596,ORD-2025-000565,SES-2025-021865,Credit Card,49.13,Successful,,2025-09-19 19:02:50
597,ORD-2025-000566,SES-2025-021923,Credit Card,88.1,Successful,,2025-05-17 01:40:52
598,ORD-2025-000567,SES-2025-021948,Credit Card,192.69,Successful,,2025-11-18 13:50:53
599,ORD-2025-000568,SES-2025-021957,Debit Card,61.03,Successful,,2025-11-29 17:10:38
600,ORD-2025-000569,SES-2025-021959,PayPal,42.63,Successful,,2025-07-11 14:15:19
601,,SES-2025-021961,Debit Card,69.99,Failed,DECLINED_BY_ISSUER,2025-12-16 01:08:42
602,ORD-2025-000570,SES-2025-021974,Credit Card,97.41,Successful,,2025-12-13 07:27:16
603,ORD-2025-000571,SES-2025-021978,Credit Card,51.28,Successful,,2025-12-14 20:34:44
604,ORD-2025-000572,SES-2025-022183,Credit Card,61.03,Successful,,2025-09-06 00:25:58
605,ORD-2025-000573,SES-2025-022195,Credit Card,119.08,Successful,,2025-06-23 04:20:24
606,ORD-2025-000574,SES-2025-022208,Debit Card,55.62,Successful,,2025-11-22 08:31:55
607,ORD-2025-000575,SES-2025-022287,Apple Pay,142.46,Successful,,2025-12-13 11:38:04
608,ORD-2025-000576,SES-2025-022332,Credit Card,59.95,Successful,,2025-06-30 13:22:57
609,ORD-2025-000577,SES-2025-022342,Apple Pay,59.95,Successful,,2025-12-12 03:09:39
610,ORD-2025-000578,SES-2025-022359,Apple Pay,38.3,Successful,,2025-11-09 19:19:45
611,ORD-2025-000579,SES-2025-022362,PayPal,106.09,Successful,,2025-09-21 01:13:01
612,ORD-2025-000580,SES-2025-022373,PayPal,31.81,Successful,,2025-07-26 21:36:47
613,ORD-2025-000581,SES-2025-022391,Credit Card,35.05,Successful,,2025-03-10 04:57:49
614,ORD-2025-000582,SES-2025-022411,PayPal,35.05,Successful,,2025-12-31 03:08:57
615,ORD-2025-000583,SES-2025-022417,Credit Card,294.74,Successful,,2025-08-26 19:24:32
616,ORD-2025-000584,SES-2025-022422,Credit Card,85.52,Successful,,2025-11-25 11:50:45
617,ORD-2025-000585,SES-2025-022431,Credit Card,162.36,Successful,,2025-07-17 02:20:00
618,ORD-2025-000586,SES-2025-022452,PayPal,284.93,Successful,,2025-02-26 10:40:26
619,ORD-2025-000587,SES-2025-022503,Debit Card,41.4,Successful,,2025-07-05 20:47:52
620,ORD-2025-000588,SES-2025-022599,Credit Card,81.6,Successful,,2025-10-17 07:21:38
621,ORD-2025-000589,SES-2025-022624,Credit Card,55.62,Successful,,2025-02-19 07:11:55
622,ORD-2025-000590,SES-2025-022626,Credit Card,55.62,Successful,,2025-09-21 09:50:46
623,ORD-2025-000591,SES-2025-022683,PayPal,119.08,Successful,,2025-09-17 01:21:09
624,ORD-2025-000592,SES-2025-022704,Debit Card,33.97,Successful,,2025-04-30 12:24:27
625,ORD-2025-000593,SES-2025-022726,Debit Card,81.6,Successful,,2025-08-26 02:25:42
626,ORD-2025-000594,SES-2025-022741,Credit Card,77.27,Successful,,2025-11-21 13:59:34
627,ORD-2025-000595,SES-2025-022772,Credit Card,147.36,Successful,,2025-09-18 09:58:47
628,ORD-2025-000596,SES-2025-022843,Buy Now Pay Later,42.63,Successful,,2025-05-18 22:58:26
629,ORD-2025-000597,SES-2025-022946,PayPal,35.05,Successful,,2025-04-08 00:18:20
630,ORD-2025-000598,SES-2025-022971,Credit Card,88.1,Successful,,2025-10-14 15:01:33
631,ORD-2025-000599,SES-2025-022973,Credit Card,96.34,Successful,,2025-12-09 03:50:00
632,ORD-2025-000600,SES-2025-022980,Credit Card,85.52,Successful,,2025-06-26 01:22:25
633,ORD-2025-000601,SES-2025-022982,Buy Now Pay Later,42.63,Successful,,2025-12-25 14:36:48
634,ORD-2025-000602,SES-2025-023028,Credit Card,38.3,Successful,,2025-08-10 09:41:55
635,ORD-2025-000603,SES-2025-023053,Credit Card,85.52,Successful,,2025-12-04 16:25:06
636,ORD-2025-000604,SES-2025-023109,Apple Pay,192.69,Successful,,2025-02-08 23:47:35
637,ORD-2025-000605,SES-2025-023157,Credit Card,102.84,Successful,,2025-12-03 22:30:25
638,ORD-2025-000606,SES-2025-023192,Apple Pay,53.46,Successful,,2025-12-18 20:11:07
639,ORD-2025-000607,SES-2025-023242,Credit Card,324.73,Successful,,2025-02-01 22:42:32
640,ORD-2025-000608,SES-2025-023248,PayPal,156.96,Successful,,2025-11-09 19:54:58
641,ORD-2025-000609,SES-2025-023281,Apple Pay,92.01,Successful,,2025-12-24 08:16:08
642,ORD-2025-000610,SES-2025-023305,Apple Pay,90.93,Successful,,2025-09-22 11:16:40
643,ORD-2025-000611,SES-2025-023356,Apple Pay,36.14,Successful,,2025-09-25 05:46:34
644,ORD-2025-000612,SES-2025-023367,Debit Card,38.3,Successful,,2025-12-10 00:30:44
645,ORD-2025-000613,SES-2025-023391,Debit Card,39.38,Successful,,2025-06-21 20:05:56
646,ORD-2025-000614,SES-2025-023407,PayPal,63.01,Successful,,2025-11-30 05:47:15
647,ORD-2025-000615,SES-2025-023413,Apple Pay,51.28,Successful,,2025-10-16 08:29:06
648,ORD-2025-000616,SES-2025-023427,Apple Pay,156.96,Successful,,2025-03-14 02:06:35
649,ORD-2025-000617,SES-2025-023443,Credit Card,67.52,Successful,,2025-03-22 01:18:33
650,ORD-2025-000618,SES-2025-023444,Credit Card,342.89,Successful,,2025-12-31 02:17:32
651,ORD-2025-000619,SES-2025-023508,Credit Card,96.34,Successful,,2025-12-26 07:52:23
652,ORD-2025-000620,SES-2025-023524,Debit Card,377.79,Successful,,2025-06-23 23:56:43
653,ORD-2025-000621,SES-2025-023548,Credit Card,108.05,Successful,,2025-05-24 13:26:56
654,ORD-2025-000622,SES-2025-023575,Credit Card,145.41,Successful,,2025-11-12 01:32:27
655,ORD-2025-000623,SES-2025-023577,Credit Card,142.46,Successful,,2025-10-31 04:04:44
656,ORD-2025-000624,SES-2025-023580,Credit Card,62.1,Successful,,2025-01-28 03:55:03
657,,SES-2025-023595,PayPal,179.98,Failed,DECLINED_BY_ISSUER,2025-12-07 13:02:49
658,ORD-2025-000625,SES-2025-023596,Credit Card,70.87,Successful,,2025-12-25 18:50:20
659,ORD-2025-000626,SES-2025-023600,Credit Card,96.34,Successful,,2025-09-22 19:32:00
660,ORD-2025-000627,SES-2025-023684,Credit Card,206.29,Successful,,2025-11-16 08:25:15
661,ORD-2025-000628,SES-2025-023704,PayPal,61.03,Successful,,2025-08-21 11:07:12
662,ORD-2025-000629,SES-2025-023750,Apple Pay,93.34,Successful,,2025-06-16 15:57:52
663,ORD-2025-000630,SES-2025-023783,Debit Card,38.3,Successful,,2025-05-28 23:34:49
664,ORD-2025-000631,SES-2025-023801,Apple Pay,33.97,Successful,,2025-03-04 01:42:54
665,ORD-2025-000632,SES-2025-023842,PayPal,92.01,Successful,,2025-11-12 03:18:13
666,ORD-2025-000633,SES-2025-023935,Debit Card,31.81,Successful,,2025-11-22 09:19:46
667,ORD-2025-000634,SES-2025-023983,Credit Card,232.85,Successful,,2025-09-13 02:56:01
668,ORD-2025-000635,SES-2025-024017,Credit Card,51.22,Successful,,2025-09-10 01:12:55
669,ORD-2025-000636,SES-2025-024048,Credit Card,41.4,Successful,,2025-12-08 01:23:45
670,ORD-2025-000637,SES-2025-024060,Credit Card,59.08,Successful,,2025-02-21 21:43:07
671,ORD-2025-000638,SES-2025-024101,Credit Card,1133.38,Successful,,2025-08-21 03:06:25
672,ORD-2025-000639,SES-2025-024116,Credit Card,377.79,Successful,,2025-09-29 12:07:36
673,ORD-2025-000640,SES-2025-024145,Credit Card,88.1,Successful,,2025-01-07 19:27:36
674,ORD-2025-000641,SES-2025-024154,Debit Card,324.74,Successful,,2025-12-10 15:34:16
675,ORD-2025-000642,SES-2025-024165,Apple Pay,38.3,Successful,,2025-07-09 02:55:56
676,ORD-2025-000643,SES-2025-024237,Credit Card,377.79,Successful,,2025-10-25 02:46:10
677,ORD-2025-000644,SES-2025-024273,PayPal,44.8,Successful,,2025-11-17 03:05:42
678,ORD-2025-000645,SES-2025-024298,PayPal,216.15,Successful,,2025-10-30 13:48:14
679,ORD-2025-000646,SES-2025-024373,Credit Card,33.54,Successful,,2025-12-22 08:50:40
680,ORD-2025-000647,SES-2025-024412,Debit Card,38.3,Successful,,2025-12-19 20:07:36
681,ORD-2025-000648,SES-2025-024497,PayPal,85.52,Successful,,2025-05-16 18:10:47
682,ORD-2025-000649,SES-2025-024525,Credit Card,70.78,Successful,,2025-12-23 11:39:43
683,ORD-2025-000650,SES-2025-024544,Credit Card,77.62,Successful,,2025-01-24 17:23:55
684,ORD-2025-000651,SES-2025-024551,Credit Card,51.22,Successful,,2025-07-14 11:23:07
685,ORD-2025-000652,SES-2025-024568,Credit Card,133.62,Successful,,2025-03-19 01:18:26
686,ORD-2025-000653,SES-2025-024647,Credit Card,96.34,Successful,,2025-05-03 16:59:15
687,ORD-2025-000654,SES-2025-024650,Apple Pay,59.95,Successful,,2025-11-20 16:20:05
688,ORD-2025-000655,SES-2025-024727,Credit Card,85.52,Successful,,2025-07-12 11:37:17
689,ORD-2025-000656,SES-2025-024731,Credit Card,77.27,Successful,,2025-12-19 12:50:26
690,ORD-2025-000657,SES-2025-024741,PayPal,83.75,Successful,,2025-08-24 11:30:32
691,,SES-2025-024766,PayPal,64.0,Failed,DECLINED_BY_ISSUER,2025-12-20 07:03:10
692,ORD-2025-000658,SES-2025-024813,Credit Card,57.1,Successful,,2025-08-20 06:17:15
693,ORD-2025-000659,SES-2025-024823,PayPal,159.13,Successful,,2025-03-22 15:50:44
694,ORD-2025-000660,SES-2025-024856,Debit Card,31.81,Successful,,2025-01-04 22:26:54
695,ORD-2025-000661,SES-2025-024891,Credit Card,42.63,Successful,,2025-12-02 01:08:45
696,ORD-2025-000662,SES-2025-024944,PayPal,32.55,Successful,,2025-03-30 08:17:47
697,ORD-2025-000663,SES-2025-024978,PayPal,77.27,Successful,,2025-05-21 14:51:33
698,ORD-2025-000664,SES-2025-024991,Credit Card,98.23,Successful,,2025-11-13 22:01:28
699,ORD-2025-000665,SES-2025-025008,PayPal,59.95,Successful,,2025-03-30 02:03:30
700,ORD-2025-000666,SES-2025-025017,PayPal,42.63,Successful,,2025-12-31 04:04:29
701,ORD-2025-000667,SES-2025-025042,PayPal,184.03,Successful,,2025-05-09 20:29:28
702,ORD-2025-000668,SES-2025-025077,Credit Card,90.93,Successful,,2025-11-23 02:38:32
703,ORD-2025-000669,SES-2025-025094,PayPal,156.96,Successful,,2025-12-25 07:56:38
704,ORD-2025-000670,SES-2025-025146,Debit Card,92.01,Successful,,2025-11-24 00:11:38
705,ORD-2025-000671,SES-2025-025157,Buy Now Pay Later,102.84,Successful,,2025-01-21 03:14:03
706,ORD-2025-000672,SES-2025-025208,Credit Card,85.52,Successful,,2025-10-26 11:09:24
707,ORD-2025-000673,SES-2025-025211,PayPal,74.8,Successful,,2025-10-27 09:02:41
708,ORD-2025-000674,SES-2025-025338,Credit Card,49.13,Successful,,2025-08-28 10:26:43
709,ORD-2025-000675,SES-2025-025433,Credit Card,49.13,Successful,,2025-12-28 08:06:50
710,ORD-2025-000676,SES-2025-025434,Apple Pay,70.78,Successful,,2025-05-24 10:20:23
711,ORD-2025-000677,SES-2025-025470,PayPal,123.8,Successful,,2025-10-17 07:55:30
712,ORD-2025-000678,SES-2025-025512,Credit Card,53.46,Successful,,2025-07-05 11:45:50
713,ORD-2025-000679,SES-2025-025523,Debit Card,42.63,Successful,,2025-07-25 14:59:12
714,,SES-2025-025524,PayPal,49.0,Failed,DECLINED_BY_ISSUER,2025-06-29 13:56:47
715,ORD-2025-000680,SES-2025-025631,Debit Card,377.79,Successful,,2025-03-30 00:45:33
716,ORD-2025-000681,SES-2025-025633,Credit Card,53.46,Successful,,2025-10-01 01:15:07
717,ORD-2025-000682,SES-2025-025649,Credit Card,51.22,Successful,,2025-09-05 16:19:26
718,ORD-2025-000683,SES-2025-025662,PayPal,64.28,Successful,,2025-11-22 10:19:33
719,ORD-2025-000684,SES-2025-025746,Buy Now Pay Later,42.63,Successful,,2025-05-24 12:33:35
720,ORD-2025-000685,SES-2025-025802,Apple Pay,155.24,Successful,,2025-12-24 08:09:01
721,ORD-2025-000686,SES-2025-025889,Buy Now Pay Later,147.22,Successful,,2025-11-18 17:38:06
722,ORD-2025-000687,SES-2025-025897,Debit Card,70.78,Successful,,2025-10-02 19:15:36
723,ORD-2025-000688,SES-2025-025977,Credit Card,35.05,Successful,,2025-09-26 01:48:07
724,ORD-2025-000689,SES-2025-026009,Debit Card,96.34,Successful,,2025-08-10 20:28:27
725,ORD-2025-000690,SES-2025-026019,Buy Now Pay Later,192.69,Successful,,2025-12-02 03:51:18
726,ORD-2025-000691,SES-2025-026024,Debit Card,49.26,Successful,,2025-12-19 17:30:38
727,ORD-2025-000692,SES-2025-026105,Apple Pay,90.93,Successful,,2025-05-28 07:19:24
728,ORD-2025-000693,SES-2025-026121,Credit Card,119.05,Successful,,2025-11-09 21:01:05
729,ORD-2025-000694,SES-2025-026129,Buy Now Pay Later,36.14,Successful,,2025-06-11 02:41:07
730,ORD-2025-000695,SES-2025-026167,Apple Pay,53.46,Successful,,2025-04-01 07:44:18
731,ORD-2025-000696,SES-2025-026194,PayPal,97.41,Successful,,2025-11-29 17:33:15
732,ORD-2025-000697,SES-2025-026202,Credit Card,49.13,Successful,,2025-07-26 08:32:02
733,ORD-2025-000698,SES-2025-026228,Credit Card,377.79,Successful,,2025-12-31 13:25:25
734,ORD-2025-000699,SES-2025-026307,Credit Card,324.74,Successful,,2025-11-26 04:16:20
735,ORD-2025-000700,SES-2025-026318,Credit Card,57.11,Successful,,2025-11-17 12:44:21
736,ORD-2025-000701,SES-2025-026331,PayPal,36.14,Successful,,2025-11-22 19:22:29
737,,SES-2025-026436,Debit Card,95.0,Failed,DECLINED_BY_ISSUER,2025-03-30 23:24:37
738,ORD-2025-000702,SES-2025-026476,Credit Card,81.6,Successful,,2025-12-15 16:31:00
739,ORD-2025-000703,SES-2025-026586,PayPal,31.81,Successful,,2025-12-16 16:07:14
740,ORD-2025-000704,SES-2025-026598,Credit Card,55.62,Successful,,2025-05-26 05:30:48
741,ORD-2025-000705,SES-2025-026630,Credit Card,57.1,Successful,,2025-09-09 12:20:57
742,ORD-2025-000706,SES-2025-026634,Debit Card,85.52,Successful,,2025-10-10 21:05:48
743,ORD-2025-000707,SES-2025-026670,Apple Pay,35.05,Successful,,2025-02-21 05:47:05
744,ORD-2025-000708,SES-2025-026675,Debit Card,88.1,Successful,,2025-04-02 14:01:38
745,ORD-2025-000709,SES-2025-026680,Credit Card,42.63,Successful,,2025-12-14 15:15:22
746,ORD-2025-000710,SES-2025-026730,Credit Card,38.3,Successful,,2025-10-16 15:57:13
747,ORD-2025-000711,SES-2025-026797,Apple Pay,292.24,Successful,,2025-04-03 06:59:35
748,ORD-2025-000712,SES-2025-026900,Debit Card,68.61,Successful,,2025-02-26 08:52:22
749,ORD-2025-000713,SES-2025-026927,PayPal,160.21,Successful,,2025-01-01 12:07:07
750,ORD-2025-000714,SES-2025-026941,Debit Card,162.34,Successful,,2025-10-10 18:42:12
751,ORD-2025-000715,SES-2025-027115,PayPal,59.95,Successful,,2025-12-21 07:42:17
752,ORD-2025-000716,SES-2025-027141,Debit Card,31.81,Successful,,2025-08-22 11:02:01
753,,SES-2025-027161,Buy Now Pay Later,32.0,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-07-20 15:17:37
754,ORD-2025-000717,SES-2025-027257,Credit Card,55.62,Successful,,2025-08-12 01:54:54
755,ORD-2025-000718,SES-2025-027340,Debit Card,51.22,Successful,,2025-10-21 08:48:28
756,ORD-2025-000719,SES-2025-027361,Credit Card,119.08,Successful,,2025-11-17 22:58:56
757,ORD-2025-000720,SES-2025-027453,PayPal,49.13,Successful,,2025-10-12 20:59:05
758,ORD-2025-000721,SES-2025-027560,Credit Card,83.75,Successful,,2025-12-19 08:18:56
759,ORD-2025-000722,SES-2025-027589,Credit Card,313.93,Successful,,2025-09-06 11:32:44
760,ORD-2025-000723,SES-2025-027656,Buy Now Pay Later,31.57,Successful,,2025-10-14 16:22:04
761,ORD-2025-000724,SES-2025-027724,Debit Card,35.5,Successful,,2025-08-16 00:12:01
762,ORD-2025-000725,SES-2025-027731,PayPal,79.44,Successful,,2025-01-05 13:13:37
763,ORD-2025-000726,SES-2025-027764,Credit Card,96.34,Successful,,2025-02-17 10:27:37
764,ORD-2025-000727,SES-2025-027775,Credit Card,85.52,Successful,,2025-11-17 07:14:50
765,ORD-2025-000728,SES-2025-027814,Credit Card,68.61,Successful,,2025-12-29 05:59:01
766,ORD-2025-000729,SES-2025-027933,Credit Card,36.14,Successful,,2025-10-29 23:04:11
767,ORD-2025-000730,SES-2025-027968,PayPal,36.14,Successful,,2025-02-04 03:26:14
768,ORD-2025-000731,SES-2025-027995,Apple Pay,259.77,Successful,,2025-07-18 01:04:16
769,ORD-2025-000732,SES-2025-028022,Debit Card,470.89,Successful,,2025-01-05 15:47:55
770,,SES-2025-028039,Buy Now Pay Later,24.0,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-01-04 12:36:26
771,ORD-2025-000733,SES-2025-028153,PayPal,156.96,Successful,,2025-10-26 07:02:50
772,ORD-2025-000734,SES-2025-028176,PayPal,49.13,Successful,,2025-09-13 15:38:33
773,ORD-2025-000735,SES-2025-028188,Apple Pay,86.59,Successful,,2025-12-10 14:44:29
774,ORD-2025-000736,SES-2025-028203,Credit Card,39.38,Successful,,2025-05-26 10:46:00
775,,SES-2025-028233,Credit Card,79.0,Failed,DECLINED_BY_ISSUER,2025-11-02 05:35:53
776,ORD-2025-000737,SES-2025-028282,Credit Card,123.41,Successful,,2025-06-28 13:49:25
777,ORD-2025-000738,SES-2025-028334,Credit Card,85.52,Successful,,2025-09-17 12:36:36
778,ORD-2025-000739,SES-2025-028338,PayPal,35.05,Successful,,2025-04-16 18:31:25
779,ORD-2025-000740,SES-2025-028362,PayPal,216.15,Successful,,2025-05-20 12:58:10
780,ORD-2025-000741,SES-2025-028477,Debit Card,106.09,Successful,,2025-10-26 10:13:58
781,ORD-2025-000742,SES-2025-028489,Credit Card,227.29,Successful,,2025-12-04 11:48:36
782,ORD-2025-000743,SES-2025-028538,Credit Card,35.05,Successful,,2025-06-16 15:59:46
783,ORD-2025-000744,SES-2025-028580,Credit Card,86.58,Successful,,2025-05-17 12:46:46
784,ORD-2025-000745,SES-2025-028638,Apple Pay,755.59,Successful,,2025-12-15 11:59:56
785,ORD-2025-000746,SES-2025-028650,Credit Card,35.5,Successful,,2025-12-09 04:47:05
786,ORD-2025-000747,SES-2025-028660,Credit Card,87.44,Successful,,2025-11-14 20:50:23
787,ORD-2025-000748,SES-2025-028684,Debit Card,97.41,Successful,,2025-07-26 18:22:36
788,ORD-2025-000749,SES-2025-028730,Credit Card,36.14,Successful,,2025-08-02 06:35:11
789,ORD-2025-000750,SES-2025-028732,Credit Card,39.38,Successful,,2025-12-26 09:21:49
790,ORD-2025-000751,SES-2025-028735,PayPal,96.34,Successful,,2025-09-30 17:37:20
791,ORD-2025-000752,SES-2025-028765,PayPal,55.62,Successful,,2025-10-16 16:49:21
792,ORD-2025-000753,SES-2025-028772,Credit Card,38.3,Successful,,2025-12-01 09:00:19
793,ORD-2025-000754,SES-2025-028785,Credit Card,76.75,Successful,,2025-07-17 20:34:19
794,ORD-2025-000755,SES-2025-028846,Apple Pay,81.6,Successful,,2025-08-02 02:06:12
795,ORD-2025-000756,SES-2025-029020,Apple Pay,42.63,Successful,,2025-07-14 21:44:05
796,ORD-2025-000757,SES-2025-029021,PayPal,51.28,Successful,,2025-10-02 15:24:49
797,ORD-2025-000758,SES-2025-029045,Apple Pay,755.59,Successful,,2025-12-09 18:53:31
798,ORD-2025-000759,SES-2025-029111,Debit Card,85.52,Successful,,2025-10-12 05:29:53
799,ORD-2025-000760,SES-2025-029126,Apple Pay,77.62,Successful,,2025-11-04 02:28:43
800,ORD-2025-000761,SES-2025-029138,Credit Card,88.1,Successful,,2025-12-01 11:19:57
801,ORD-2025-000762,SES-2025-029166,Debit Card,103.92,Successful,,2025-11-11 15:31:01
802,ORD-2025-000763,SES-2025-029203,Credit Card,47.28,Successful,,2025-02-12 10:36:51
803,ORD-2025-000764,SES-2025-029206,Debit Card,55.62,Successful,,2025-10-14 00:44:07
804,ORD-2025-000765,SES-2025-029220,PayPal,42.63,Successful,,2025-10-25 06:14:17
805,,SES-2025-029221,PayPal,44.0,Failed,DECLINED_BY_ISSUER,2025-12-30 10:03:39
806,ORD-2025-000766,SES-2025-029234,Debit Card,51.28,Successful,,2025-10-22 10:03:55
807,ORD-2025-000767,SES-2025-029244,Credit Card,33.97,Successful,,2025-03-27 06:39:53
808,ORD-2025-000768,SES-2025-029254,Debit Card,67.52,Successful,,2025-09-20 06:14:50
809,ORD-2025-000769,SES-2025-029255,Credit Card,147.22,Successful,,2025-12-05 23:29:50
810,ORD-2025-000770,SES-2025-029261,Credit Card,87.44,Successful,,2025-07-24 20:14:42
811,ORD-2025-000771,SES-2025-029304,Debit Card,167.03,Successful,,2025-08-04 17:42:48
812,ORD-2025-000772,SES-2025-029326,Credit Card,77.27,Successful,,2025-09-04 13:29:12
813,ORD-2025-000773,SES-2025-029386,Credit Card,55.62,Successful,,2025-12-20 15:49:00
814,ORD-2025-000774,SES-2025-029407,PayPal,42.63,Successful,,2025-12-17 13:34:35
815,ORD-2025-000775,SES-2025-029452,Credit Card,55.15,Successful,,2025-09-15 08:59:18
816,ORD-2025-000776,SES-2025-029465,Credit Card,42.63,Successful,,2025-02-11 11:40:13
817,,SES-2025-029498,Debit Card,44.0,Failed,DECLINED_BY_ISSUER,2025-11-03 03:40:05
818,ORD-2025-000777,SES-2025-029553,Debit Card,81.6,Successful,,2025-11-28 20:49:28
819,ORD-2025-000778,SES-2025-029594,Debit Card,81.6,Successful,,2025-09-29 09:44:01
820,ORD-2025-000779,SES-2025-029611,Credit Card,55.62,Successful,,2025-07-31 20:42:07
821,ORD-2025-000780,SES-2025-029774,Debit Card,194.83,Successful,,2025-08-10 08:28:20
822,ORD-2025-000781,SES-2025-029832,PayPal,35.05,Successful,,2025-08-05 13:28:51
823,ORD-2025-000782,SES-2025-029865,Credit Card,42.63,Successful,,2025-09-22 16:02:44
824,ORD-2025-000783,SES-2025-029880,Credit Card,95.26,Successful,,2025-09-12 03:43:06
825,ORD-2025-000784,SES-2025-029894,Apple Pay,31.81,Successful,,2025-04-28 13:49:29
826,ORD-2025-000785,SES-2025-029944,Debit Card,67.52,Successful,,2025-11-19 02:11:18
827,ORD-2025-000786,SES-2025-030023,Debit Card,67.52,Successful,,2025-06-04 03:17:25
828,ORD-2025-000787,SES-2025-030037,Credit Card,62.11,Successful,,2025-11-29 17:15:10
829,ORD-2025-000788,SES-2025-030054,Credit Card,102.84,Successful,,2025-12-22 19:36:05
830,ORD-2025-000789,SES-2025-030056,Apple Pay,377.79,Successful,,2025-09-22 15:52:46
831,ORD-2025-000790,SES-2025-030058,Debit Card,44.8,Successful,,2025-09-24 14:39:49
832,ORD-2025-000791,SES-2025-030111,Credit Card,42.63,Successful,,2025-12-25 23:23:09
833,ORD-2025-000792,SES-2025-030183,Apple Pay,36.14,Successful,,2025-12-03 22:01:02
834,ORD-2025-000793,SES-2025-030218,Credit Card,42.63,Successful,,2025-10-16 13:13:57
835,ORD-2025-000794,SES-2025-030220,PayPal,38.3,Successful,,2025-11-14 13:21:20
836,ORD-2025-000795,SES-2025-030265,Credit Card,51.22,Successful,,2025-08-20 04:55:27
837,ORD-2025-000796,SES-2025-030289,Credit Card,108.08,Successful,,2025-11-08 19:25:04
838,ORD-2025-000797,SES-2025-030316,Apple Pay,33.54,Successful,,2025-10-29 11:20:38
839,ORD-2025-000798,SES-2025-030317,Apple Pay,313.93,Successful,,2025-08-24 01:49:22
840,ORD-2025-000799,SES-2025-030346,PayPal,256.55,Successful,,2025-12-12 07:46:54
841,ORD-2025-000800,SES-2025-030380,Credit Card,44.8,Successful,,2025-01-29 08:53:25
842,ORD-2025-000801,SES-2025-030402,Debit Card,81.6,Successful,,2025-11-07 10:50:19
843,ORD-2025-000802,SES-2025-030430,Debit Card,87.44,Successful,,2025-12-28 12:03:16
844,ORD-2025-000803,SES-2025-030473,Credit Card,31.81,Successful,,2025-10-01 15:41:57
