order_id,user_key,session_id,date_key,subtotal,discount_amount,shipping_fee,tax_amount,total_amount,order_status,shipping_method
ORD-2025-000485,5030,SES-2025-019220,20250709,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000486,9636,SES-2025-019383,20250919,159.98,0.0,0.0,13.2,173.18,Delivered,Free Standard
ORD-2025-000487,7956,SES-2025-019396,20251212,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000488,4243,SES-2025-019403,20250719,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000489,3044,SES-2025-019423,20250828,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000490,133,SES-2025-019447,20250103,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000491,6697,SES-2025-019478,20250929,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000492,805,SES-2025-019487,20250823,26.0,2.6,7.99,2.15,33.54,Processing,Standard Ground
ORD-2025-000493,8365,SES-2025-019510,20250921,190.0,0.0,0.0,15.68,205.68,Delivered,Free Standard
ORD-2025-000494,2938,SES-2025-019551,20250711,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000495,3511,SES-2025-019580,20251203,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000496,1852,SES-2025-019663,20250717,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000497,1405,SES-2025-019684,20250112,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000498,4160,SES-2025-019687,20250927,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000499,386,SES-2025-019720,20251206,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000500,7064,SES-2025-019852,20250522,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000501,942,SES-2025-019902,20251106,220.0,0.0,0.0,18.15,238.15,Delivered,Free Standard
ORD-2025-000502,7914,SES-2025-019963,20251014,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000503,2571,SES-2025-019967,20250803,139.98,0.0,0.0,11.55,151.53,Delivered,Free Standard
ORD-2025-000504,9548,SES-2025-019968,20251123,64.0,0.0,7.99,5.28,77.27,Delivered,Standard Ground
ORD-2025-000505,2629,SES-2025-020024,20251221,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000506,9972,SES-2025-020031,20251214,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000507,3133,SES-2025-020058,20250706,149.99,0.0,0.0,12.37,162.36,Delivered,Free Standard
ORD-2025-000508,8189,SES-2025-020066,20250716,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000509,7352,SES-2025-020074,20250905,126.0,0.0,0.0,10.4,136.4,Delivered,Free Standard
ORD-2025-000510,8363,SES-2025-020076,20250129,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000511,108,SES-2025-020095,20250219,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000512,3773,SES-2025-020117,20250927,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000513,9803,SES-2025-020152,20251207,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000514,9934,SES-2025-020168,20250428,52.0,0.0,7.99,4.29,64.28,Delivered,Standard Ground
ORD-2025-000515,2736,SES-2025-020175,20251127,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000516,8446,SES-2025-020196,20251209,178.0,0.0,0.0,14.69,192.69,Delivered,Free Standard
ORD-2025-000517,6914,SES-2025-020267,20250204,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000518,4618,SES-2025-020292,20250830,34.0,3.4,7.99,2.81,41.4,Delivered,Standard Ground
ORD-2025-000519,6665,SES-2025-020293,20250501,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000520,2251,SES-2025-020339,20251217,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000521,7363,SES-2025-020409,20250813,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000522,6071,SES-2025-020471,20250223,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000523,8043,SES-2025-020490,20251228,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000524,3798,SES-2025-020532,20251010,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000525,9736,SES-2025-020568,20250410,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000526,601,SES-2025-020570,20251207,76.0,0.0,0.0,6.27,82.27,Delivered,Free Standard
ORD-2025-000527,7421,SES-2025-020580,20250307,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000528,5235,SES-2025-020660,20250909,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000529,6850,SES-2025-020661,20250917,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000530,2205,SES-2025-020693,20251209,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000531,2994,SES-2025-020720,20251211,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000532,7338,SES-2025-020729,20250909,44.0,0.0,7.99,3.63,55.62,Processing,Standard Ground
ORD-2025-000533,3470,SES-2025-020771,20250208,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000534,738,SES-2025-020825,20250114,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000535,1144,SES-2025-020853,20250916,58.0,5.8,7.99,4.79,64.98,Delivered,Standard Ground
ORD-2025-000536,4685,SES-2025-020879,20250825,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000537,6118,SES-2025-020910,20251122,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000538,3958,SES-2025-020962,20251009,136.0,0.0,0.0,11.22,147.22,Delivered,Free Standard
ORD-2025-000539,3487,SES-2025-021026,20251204,75.0,0.0,0.0,6.19,81.19,Delivered,Free Standard
ORD-2025-000540,7485,SES-2025-021038,20251008,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000541,6885,SES-2025-021065,20251002,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000542,8587,SES-2025-021127,20251028,148.0,0.0,0.0,12.21,160.21,Delivered,Free Standard
ORD-2025-000543,5347,SES-2025-021168,20251107,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000544,9046,SES-2025-021185,20251227,119.97,12.0,0.0,9.9,117.87,Delivered,Free Standard
ORD-2025-000545,734,SES-2025-021295,20250921,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000546,4303,SES-2025-021301,20251222,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000547,6539,SES-2025-021305,20250812,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000548,2961,SES-2025-021378,20250807,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000549,7784,SES-2025-021439,20251219,109.98,11.0,0.0,9.07,108.05,Delivered,Free Standard
ORD-2025-000550,7618,SES-2025-021497,20251216,39.99,0.0,7.99,3.3,51.28,Processing,Standard Ground
ORD-2025-000551,9422,SES-2025-021528,20250408,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000552,5143,SES-2025-021529,20250419,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000553,3133,SES-2025-021544,20250327,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000554,1928,SES-2025-021561,20251105,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000555,5817,SES-2025-021590,20250916,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000556,1006,SES-2025-021603,20250530,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000557,1828,SES-2025-021604,20250619,95.0,0.0,0.0,7.84,102.84,Delivered,Free Standard
ORD-2025-000558,5660,SES-2025-021614,20250513,109.98,0.0,0.0,9.07,119.05,Delivered,Free Standard
ORD-2025-000559,8305,SES-2025-021680,20251129,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000560,7985,SES-2025-021735,20251212,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000561,1746,SES-2025-021748,20251028,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000562,9728,SES-2025-021753,20250811,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000563,2177,SES-2025-021789,20251211,79.99,0.0,0.0,6.6,86.59,Delivered,Free Standard
ORD-2025-000564,799,SES-2025-021863,20250419,158.0,0.0,0.0,13.04,171.04,Delivered,Free Standard
ORD-2025-000565,3574,SES-2025-021865,20250919,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000566,2079,SES-2025-021923,20250517,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000567,4181,SES-2025-021948,20251118,178.0,0.0,0.0,14.69,192.69,Delivered,Free Standard
ORD-2025-000568,168,SES-2025-021957,20251129,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000569,8224,SES-2025-021959,20250711,32.0,0.0,7.99,2.64,42.63,Processing,Standard Ground
ORD-2025-000570,5294,SES-2025-021974,20251213,89.99,0.0,0.0,7.42,97.41,Delivered,Free Standard
ORD-2025-000571,8503,SES-2025-021978,20251214,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000572,4598,SES-2025-022183,20250906,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000573,4695,SES-2025-022195,20250623,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000574,9831,SES-2025-022208,20251122,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000575,2965,SES-2025-022287,20251213,145.0,14.5,0.0,11.96,142.46,Delivered,Free Standard
ORD-2025-000576,2097,SES-2025-022332,20250630,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000577,7886,SES-2025-022342,20251212,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000578,1324,SES-2025-022359,20251109,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000579,7315,SES-2025-022362,20250921,98.0,0.0,0.0,8.09,106.09,Delivered,Free Standard
ORD-2025-000580,7317,SES-2025-022373,20250726,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000581,3679,SES-2025-022391,20250310,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000582,9601,SES-2025-022411,20251231,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000583,7314,SES-2025-022417,20250826,299.99,30.0,0.0,24.75,294.74,Delivered,Free Standard
ORD-2025-000584,9122,SES-2025-022422,20251125,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000585,4551,SES-2025-022431,20250717,149.99,0.0,0.0,12.37,162.36,Processing,Free Standard
ORD-2025-000586,8872,SES-2025-022452,20250226,290.0,29.0,0.0,23.93,284.93,Delivered,Free Standard
ORD-2025-000587,2992,SES-2025-022503,20250705,34.0,3.4,7.99,2.81,41.4,Delivered,Standard Ground
ORD-2025-000588,5315,SES-2025-022599,20251017,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000589,9380,SES-2025-022624,20250219,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000590,8565,SES-2025-022626,20250921,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000591,8166,SES-2025-022683,20250917,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000592,9615,SES-2025-022704,20250430,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000593,1690,SES-2025-022726,20250826,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000594,7510,SES-2025-022741,20251121,64.0,0.0,7.99,5.28,77.27,Delivered,Standard Ground
ORD-2025-000595,3539,SES-2025-022772,20250918,149.99,15.0,0.0,12.37,147.36,Delivered,Free Standard
ORD-2025-000596,941,SES-2025-022843,20250518,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000597,7605,SES-2025-022946,20250408,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000598,8498,SES-2025-022971,20251014,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000599,3282,SES-2025-022973,20251209,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000600,4924,SES-2025-022980,20250626,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000601,8147,SES-2025-022982,20251225,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000602,445,SES-2025-023028,20250810,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000603,9612,SES-2025-023053,20251204,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000604,5108,SES-2025-023109,20250208,178.0,0.0,0.0,14.69,192.69,Processing,Free Standard
ORD-2025-000605,9373,SES-2025-023157,20251203,95.0,0.0,0.0,7.84,102.84,Delivered,Free Standard
ORD-2025-000606,4470,SES-2025-023192,20251218,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000607,1717,SES-2025-023242,20250201,299.98,0.0,0.0,24.75,324.73,Delivered,Free Standard
ORD-2025-000608,8293,SES-2025-023248,20251109,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000609,4497,SES-2025-023281,20251224,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000610,2717,SES-2025-023305,20250922,84.0,0.0,0.0,6.93,90.93,Delivered,Free Standard
ORD-2025-000611,922,SES-2025-023356,20250925,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000612,5929,SES-2025-023367,20251210,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000613,6208,SES-2025-023391,20250621,29.0,0.0,7.99,2.39,39.38,Processing,Standard Ground
ORD-2025-000614,5842,SES-2025-023407,20251130,56.0,5.6,7.99,4.62,63.01,Delivered,Standard Ground
ORD-2025-000615,6811,SES-2025-023413,20251016,39.99,0.0,7.99,3.3,51.28,Delivered,Standard Ground
ORD-2025-000616,4892,SES-2025-023427,20250314,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000617,6952,SES-2025-023443,20250322,54.99,0.0,7.99,4.54,67.52,Delivered,Standard Ground
ORD-2025-000618,3096,SES-2025-023444,20251231,349.0,34.9,0.0,28.79,342.89,Delivered,Free Standard
ORD-2025-000619,5934,SES-2025-023508,20251226,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000620,2546,SES-2025-023524,20250623,349.0,0.0,0.0,28.79,377.79,Processing,Free Standard
ORD-2025-000621,8691,SES-2025-023548,20250524,109.98,11.0,0.0,9.07,108.05,Delivered,Free Standard
ORD-2025-000622,2011,SES-2025-023575,20251112,148.0,14.8,0.0,12.21,145.41,Delivered,Free Standard
ORD-2025-000623,8862,SES-2025-023577,20251031,145.0,14.5,0.0,11.96,142.46,Delivered,Free Standard
ORD-2025-000624,6530,SES-2025-023580,20250128,49.99,0.0,7.99,4.12,62.1,Delivered,Standard Ground
ORD-2025-000625,8407,SES-2025-023596,20251225,64.0,6.4,7.99,5.28,70.87,Delivered,Standard Ground
ORD-2025-000626,9187,SES-2025-023600,20250922,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000627,2495,SES-2025-023684,20251116,209.97,21.0,0.0,17.32,206.29,Processing,Free Standard
ORD-2025-000628,2464,SES-2025-023704,20250821,49.0,0.0,7.99,4.04,61.03,Delivered,Standard Ground
ORD-2025-000629,6681,SES-2025-023750,20250616,95.0,9.5,0.0,7.84,93.34,Delivered,Free Standard
ORD-2025-000630,5216,SES-2025-023783,20250528,28.0,0.0,7.99,2.31,38.3,Processing,Standard Ground
ORD-2025-000631,254,SES-2025-023801,20250304,24.0,0.0,7.99,1.98,33.97,Delivered,Standard Ground
ORD-2025-000632,5044,SES-2025-023842,20251112,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000633,738,SES-2025-023935,20251122,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000634,8952,SES-2025-023983,20250913,237.0,23.7,0.0,19.55,232.85,Delivered,Free Standard
ORD-2025-000635,5736,SES-2025-024017,20250910,44.0,4.4,7.99,3.63,51.22,Delivered,Standard Ground
ORD-2025-000636,6886,SES-2025-024048,20251208,34.0,3.4,7.99,2.81,41.4,Delivered,Standard Ground
ORD-2025-000637,7234,SES-2025-024060,20250221,52.0,5.2,7.99,4.29,59.08,Delivered,Standard Ground
ORD-2025-000638,2860,SES-2025-024101,20250821,1047.0,0.0,0.0,86.38,1133.38,Delivered,Free Standard
ORD-2025-000639,5538,SES-2025-024116,20250929,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000640,3258,SES-2025-024145,20250107,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000641,9703,SES-2025-024154,20251210,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000642,7843,SES-2025-024165,20250709,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000643,1141,SES-2025-024237,20251025,349.0,0.0,0.0,28.79,377.79,Processing,Free Standard
ORD-2025-000644,3613,SES-2025-024273,20251117,34.0,0.0,7.99,2.81,44.8,Delivered,Standard Ground
ORD-2025-000645,1651,SES-2025-024298,20251030,220.0,22.0,0.0,18.15,216.15,Processing,Free Standard
ORD-2025-000646,8090,SES-2025-024373,20251222,26.0,2.6,7.99,2.15,33.54,Delivered,Standard Ground
ORD-2025-000647,847,SES-2025-024412,20251219,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000648,9363,SES-2025-024497,20250516,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000649,6056,SES-2025-024525,20251223,58.0,0.0,7.99,4.79,70.78,Delivered,Standard Ground
ORD-2025-000650,1213,SES-2025-024544,20250124,79.0,7.9,0.0,6.52,77.62,Delivered,Free Standard
ORD-2025-000651,3392,SES-2025-024551,20250714,44.0,4.4,7.99,3.63,51.22,Delivered,Standard Ground
ORD-2025-000652,8495,SES-2025-024568,20250319,136.0,13.6,0.0,11.22,133.62,Processing,Free Standard
ORD-2025-000653,9532,SES-2025-024647,20250503,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000654,2662,SES-2025-024650,20251120,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000655,1738,SES-2025-024727,20250712,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000656,3537,SES-2025-024731,20251219,64.0,0.0,7.99,5.28,77.27,Delivered,Standard Ground
ORD-2025-000657,1627,SES-2025-024741,20250824,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000658,8059,SES-2025-024813,20250820,49.99,5.0,7.99,4.12,57.1,Delivered,Standard Ground
ORD-2025-000659,9912,SES-2025-024823,20250322,147.0,0.0,0.0,12.13,159.13,Delivered,Free Standard
ORD-2025-000660,6580,SES-2025-024856,20250104,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000661,5990,SES-2025-024891,20251202,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000662,8266,SES-2025-024944,20250330,25.0,2.5,7.99,2.06,32.55,Delivered,Standard Ground
ORD-2025-000663,5778,SES-2025-024978,20250521,64.0,0.0,7.99,5.28,77.27,Delivered,Standard Ground
ORD-2025-000664,9079,SES-2025-024991,20251113,99.98,10.0,0.0,8.25,98.23,Delivered,Free Standard
ORD-2025-000665,9750,SES-2025-025008,20250330,48.0,0.0,7.99,3.96,59.95,Processing,Standard Ground
ORD-2025-000666,1121,SES-2025-025017,20251231,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000667,9416,SES-2025-025042,20250509,170.0,0.0,0.0,14.03,184.03,Delivered,Free Standard
ORD-2025-000668,6346,SES-2025-025077,20251123,84.0,0.0,0.0,6.93,90.93,Delivered,Free Standard
ORD-2025-000669,9189,SES-2025-025094,20251225,145.0,0.0,0.0,11.96,156.96,Delivered,Free Standard
ORD-2025-000670,1873,SES-2025-025146,20251124,85.0,0.0,0.0,7.01,92.01,Delivered,Free Standard
ORD-2025-000671,9895,SES-2025-025157,20250121,95.0,0.0,0.0,7.84,102.84,Delivered,Free Standard
ORD-2025-000672,4453,SES-2025-025208,20251026,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000673,5645,SES-2025-025211,20251027,68.0,6.8,7.99,5.61,74.8,Delivered,Standard Ground
ORD-2025-000674,2969,SES-2025-025338,20250828,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000675,4972,SES-2025-025433,20251228,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000676,1001,SES-2025-025434,20250524,58.0,0.0,7.99,4.79,70.78,Delivered,Standard Ground
ORD-2025-000677,1683,SES-2025-025470,20251017,126.0,12.6,0.0,10.4,123.8,Delivered,Free Standard
ORD-2025-000678,2087,SES-2025-025512,20250705,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000679,1044,SES-2025-025523,20250725,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000680,9275,SES-2025-025631,20250330,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000681,6465,SES-2025-025633,20251001,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000682,5723,SES-2025-025649,20250905,44.0,4.4,7.99,3.63,51.22,Delivered,Standard Ground
ORD-2025-000683,691,SES-2025-025662,20251122,52.0,0.0,7.99,4.29,64.28,Delivered,Standard Ground
ORD-2025-000684,1057,SES-2025-025746,20250524,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000685,1946,SES-2025-025802,20251224,158.0,15.8,0.0,13.04,155.24,Processing,Free Standard
ORD-2025-000686,6584,SES-2025-025889,20251118,136.0,0.0,0.0,11.22,147.22,Delivered,Free Standard
ORD-2025-000687,9770,SES-2025-025897,20251002,58.0,0.0,7.99,4.79,70.78,Delivered,Standard Ground
ORD-2025-000688,8767,SES-2025-025977,20250926,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000689,236,SES-2025-026009,20250810,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
ORD-2025-000690,3503,SES-2025-026019,20251202,178.0,0.0,0.0,14.69,192.69,Delivered,Free Standard
ORD-2025-000691,2583,SES-2025-026024,20251219,42.0,4.2,7.99,3.47,49.26,Delivered,Standard Ground
ORD-2025-000692,4046,SES-2025-026105,20250528,84.0,0.0,0.0,6.93,90.93,Delivered,Free Standard
ORD-2025-000693,7513,SES-2025-026121,20251109,109.98,0.0,0.0,9.07,119.05,Delivered,Free Standard
ORD-2025-000694,7910,SES-2025-026129,20250611,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000695,5872,SES-2025-026167,20250401,42.0,0.0,7.99,3.47,53.46,Delivered,Standard Ground
ORD-2025-000696,1439,SES-2025-026194,20251129,89.99,0.0,0.0,7.42,97.41,Processing,Free Standard
ORD-2025-000697,9553,SES-2025-026202,20250726,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000698,1907,SES-2025-026228,20251231,349.0,0.0,0.0,28.79,377.79,Delivered,Free Standard
ORD-2025-000699,7273,SES-2025-026307,20251126,299.99,0.0,0.0,24.75,324.74,Delivered,Free Standard
ORD-2025-000700,5471,SES-2025-026318,20251117,50.0,5.0,7.99,4.12,57.11,Delivered,Standard Ground
ORD-2025-000701,5688,SES-2025-026331,20251122,26.0,0.0,7.99,2.15,36.14,Delivered,Standard Ground
ORD-2025-000702,2777,SES-2025-026476,20251215,68.0,0.0,7.99,5.61,81.6,Delivered,Standard Ground
ORD-2025-000703,4430,SES-2025-026586,20251216,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000704,8017,SES-2025-026598,20250526,44.0,0.0,7.99,3.63,55.62,Delivered,Standard Ground
ORD-2025-000705,2800,SES-2025-026630,20250909,49.99,5.0,7.99,4.12,57.1,Delivered,Standard Ground
ORD-2025-000706,6905,SES-2025-026634,20251010,79.0,0.0,0.0,6.52,85.52,Delivered,Free Standard
ORD-2025-000707,2048,SES-2025-026670,20250221,25.0,0.0,7.99,2.06,35.05,Delivered,Standard Ground
ORD-2025-000708,5855,SES-2025-026675,20250402,74.0,0.0,7.99,6.11,88.1,Delivered,Standard Ground
ORD-2025-000709,3426,SES-2025-026680,20251214,32.0,0.0,7.99,2.64,42.63,Delivered,Standard Ground
ORD-2025-000710,8573,SES-2025-026730,20251016,28.0,0.0,7.99,2.31,38.3,Delivered,Standard Ground
ORD-2025-000711,185,SES-2025-026797,20250403,269.97,0.0,0.0,22.27,292.24,Delivered,Free Standard
ORD-2025-000712,8177,SES-2025-026900,20250226,56.0,0.0,7.99,4.62,68.61,Delivered,Standard Ground
ORD-2025-000713,498,SES-2025-026927,20250101,148.0,0.0,0.0,12.21,160.21,Delivered,Free Standard
ORD-2025-000714,7496,SES-2025-026941,20251010,149.97,0.0,0.0,12.37,162.34,Delivered,Free Standard
ORD-2025-000715,4788,SES-2025-027115,20251221,48.0,0.0,7.99,3.96,59.95,Delivered,Standard Ground
ORD-2025-000716,1451,SES-2025-027141,20250822,22.0,0.0,7.99,1.82,31.81,Delivered,Standard Ground
ORD-2025-000717,5985,SES-2025-027257,20250812,44.0,0.0,7.99,3.63,55.62,Processing,Standard Ground
ORD-2025-000718,6267,SES-2025-027340,20251021,44.0,4.4,7.99,3.63,51.22,Delivered,Standard Ground
ORD-2025-000719,6345,SES-2025-027361,20251117,110.0,0.0,0.0,9.08,119.08,Delivered,Free Standard
ORD-2025-000720,8239,SES-2025-027453,20251012,38.0,0.0,7.99,3.14,49.13,Delivered,Standard Ground
ORD-2025-000721,4814,SES-2025-027560,20251219,69.99,0.0,7.99,5.77,83.75,Delivered,Standard Ground
ORD-2025-000722,3391,SES-2025-027589,20250906,290.0,0.0,0.0,23.93,313.93,Delivered,Free Standard
ORD-2025-000723,9761,SES-2025-027656,20251014,24.0,2.4,7.99,1.98,31.57,Delivered,Standard Ground
ORD-2025-000724,6505,SES-2025-027724,20250816,28.0,2.8,7.99,2.31,35.5,Delivered,Standard Ground
ORD-2025-000725,6278,SES-2025-027731,20250105,66.0,0.0,7.99,5.45,79.44,Delivered,Standard Ground
ORD-2025-000726,4279,SES-2025-027764,20250217,89.0,0.0,0.0,7.34,96.34,Delivered,Free Standard
